index,timestamp,TotalSteps,StepsToday,name,lastUpdateTime,packageName,isSystemApp,firstInstallTime,isUpdatedSystemApp,altitude,longitude,latitude,speed,accuracy,mimetype,bucketDisplay,messageBox,isPinned,timesContacted,number,contact,isStarred,messageClass,DateTime,size,scale,hour
,1.56E+12,10404,2750,,,,,,,58.2,127.3631901,36.3683159,0.8034814,6.605,,,,,,,,,,2019-05-08 1:46,1,0.01,2
,1.56E+12,10742,3088,,,,,,,0,127.35675,36.36336571,0.48126528,9.336,,,,,,,,,,2019-05-08 1:46,11,0.01,2
,1.56E+12,10852,3198,,,,,,,98.19999695,127.3570206,36.36851801,0,5.766,,,,,,,,,,2019-05-08 1:46,6,0.01,2
,1.56E+12,10852,3198,,,,,,,-69.1,127.3566203,36.36385046,0,3.529,,,,,,,,,,2019-05-08 1:46,8,0.01,2
,1.56E+12,10852,3198,,,,,,,-40.9,127.3597453,36.36611093,0,3.629,,,,,,,,,,2019-05-08 1:46,12,0.01,2
,1.56E+12,10852,3198,,,,,,,-15.1,127.356743,36.36572293,0,3.379,,,,,,,,,,2019-05-08 1:46,15,0.01,2
,1.56E+12,10852,3198,,,,,,,10.5,127.3582658,36.36850572,1.1262122,4.439,,,INBOX,FALSE,9,1588$2bcab9d935d219641434683dd9d18a03,WORK,FALSE,SMS,2019-05-08 1:46,16,0.01,2
,1.56E+12,10852,3198,,,,,,,15,127.3630797,36.36641761,1.0582689,5.257,image/png,Screenshots,INBOX,FALSE,9,1588$2bcab9d935d219641434683dd9d18a03,WORK,FALSE,SMS,2019-05-08 1:46,7,0.01,2
,1.56E+12,10866,3212,,,,,,,98.19999695,127.3604854,36.36382651,0,15.562,,,,,,,,,,2019-05-08 1:46,16,0.01,2
,1.56E+12,10966,3312,,,,,,,0,127.3587707,36.36695648,0,2099.999,,,,,,,,,,2019-05-08 1:46,15,0.01,2
,1.56E+12,11000,3346,Fly Delta,1.56E+12,com.delta.mobile.android,FALSE,1.55E+12,FALSE,,127.3629211,36.365147,,,,,,,,,,,,2019-05-08 4:33,10,0.01,3
,1.56E+12,11022,3368,,,,,,,98.19999695,127.3575454,36.3667053,0,14.942,,,,,,,,,,2019-05-08 4:33,12,0.01,4
,1.56E+12,11034,3380,,,,,,,98.19999695,127.3637068,36.36387005,0,14.916,,,,,,,,,,2019-05-08 4:33,5,0.01,4
,1.56E+12,11190,3536,,,,,,,0,127.3624178,36.36687702,0,1700,,,,,,,,,,2019-05-08 4:33,5,0.01,5
,1.56E+12,11190,3536,,,,,,,98.19999695,127.3632103,36.36686921,0,14.875,,,,,,,,,,2019-05-08 4:33,13,0.01,5
,1.56E+12,11274,3620,,,,,,,98.19999695,127.3606739,36.36834879,0,15.021,,,,,,,,,,2019-05-08 4:33,15,0.01,5
,1.56E+12,11360,3706,,,,,,,98.19999695,127.3600948,36.36861353,0,15.423,,,,,,,,,,2019-05-08 4:33,6,0.01,5
,1.56E+12,,,Fly Delta,1.56E+12,com.delta.mobile.android,FALSE,1.55E+12,FALSE,0,127.3634587,36.36536637,0,57.898,,,,,,,,,,2019-05-08 10:06,8,0.01,9
,1.56E+12,,,,,,,,,75.5,127.3566362,36.36839194,0,16.82,image/jpeg,Foodie,,,,,,,,2019-05-08 10:06,14,0.01,10
,1.56E+12,,,Fly Delta,1.56E+12,com.delta.mobile.android,FALSE,1.55E+12,FALSE,77.69999695,127.360896,36.36326842,0,20.05,,,,,,,,,,2019-05-08 12:53,14,0.01,12
,1.56E+12,,,,,,,,,77.59999847,127.3577632,36.36831182,0,16.974,image/jpeg,Camera,,,,,,,,2019-05-08 12:53,6,0.01,12
,1.56E+12,,,,,,,,,54.3,127.3590744,36.36829909,0,3.048,image/jpeg,CandyCam,,,,,,,,2019-05-08 12:53,18,0.01,13
,1.56E+12,11394,10,,,,,,,78.19999695,127.3593571,36.36643669,0,15.007,,,,,,,,,,2019-05-09 0:00,3,0.01,23
,1.56E+12,11394,10,,,,,,,79.80000305,127.3593745,36.36492035,0,14.775,,,,,,,,,,2019-05-09 0:00,20,0.01,23
,1.56E+12,11544,160,,,,,,,50.5,127.3580239,36.36705926,1.1473159,3.623,,,,,,,,,,2019-05-09 0:00,1,0.01,23
,1.56E+12,11890,506,,,,,,,54.9,127.3592046,36.36445431,1.3346747,3,,,,,,,,,,2019-05-09 0:00,0,0.01,23
,1.56E+12,12228,844,,,,,,,36.2,127.3631241,36.36339971,1.3604108,3,,,,,,,,,,2019-05-09 0:00,6,0.01,23
,1.56E+12,12560,1176,,,,,,,49.9,127.3623476,36.36343278,0.87708664,3,,,,,,,,,,2019-05-09 0:00,6,0.01,23
,1.56E+12,12916,1532,,,,,,,51.8,127.3627473,36.36874052,0.9862078,3.139,,,,,,,,,,2019-05-09 0:00,18,0.01,23
,1.56E+12,13228,1844,,,,,,,80.30000305,127.3627558,36.36817136,0,12.466,,,,,,,,,,2019-05-09 0:00,19,0.01,23
,1.56E+12,13328,1944,,,,,,,80.09999847,127.362079,36.36541484,0,5.091,,,,,,,,,,2019-05-09 0:00,9,0.01,23
